departure_time,arrival_time,airfare,airline,duration,num_stops,departure_date,days_to_departure
6:25pm,8:50am,"$1,036",United,22h 25m,(1 stop),03/06/2019,1
4:20pm,8:50am,"$1,036",United,24h 30m,(1 stop),03/06/2019,1
12:00pm,8:50am,"$1,036",United,28h 50m,(1 stop),03/06/2019,1
3:15pm,8:50am,"$1,041",United,25h 35m,(2 stops),03/06/2019,1
2:50pm,8:50am,"$1,041",United,26h 0m,(2 stops),03/06/2019,1
12:35am,10:05am,$886,Philippine Airlines,41h 30m,(1 stop),03/07/2019,2
6:25pm,8:50am,"$1,036",United,22h 25m,(1 stop),03/07/2019,2
6:30pm,9:05am,"$1,036",United,22h 35m,(1 stop),03/07/2019,2
4:20pm,8:50am,"$1,036",United,24h 30m,(1 stop),03/07/2019,2
4:20pm,9:05am,"$1,036",United,24h 45m,(1 stop),03/07/2019,2
12:00pm,8:50am,"$1,036",United,28h 50m,(1 stop),03/07/2019,2
4:10pm,8:50am,"$1,041",United,24h 40m,(2 stops),03/07/2019,2
3:15pm,8:50am,"$1,041",United,25h 35m,(2 stops),03/07/2019,2
2:50pm,8:50am,"$1,041",United,26h 0m,(2 stops),03/07/2019,2
2:50pm,8:50am,"$1,041",United,26h 0m,(2 stops),03/07/2019,2
2:55pm,9:05am,"$1,041",United,26h 10m,(2 stops),03/07/2019,2
2:50pm,9:05am,"$1,041",United,26h 15m,(2 stops),03/07/2019,2
2:50pm,9:05am,"$1,041",United,26h 15m,(2 stops),03/07/2019,2
1:44pm,8:50am,"$1,041",United,27h 6m,(2 stops),03/07/2019,2
1:44pm,8:50am,"$1,041",United,27h 6m,(2 stops),03/07/2019,2
1:44pm,9:05am,"$1,041",United,27h 21m,(2 stops),03/07/2019,2
4:20pm,6:10am,"$1,047",Multiple Airlines,21h 50m,(1 stop),03/07/2019,2
12:00pm,6:10am,"$1,047",Multiple Airlines,26h 10m,(1 stop),03/07/2019,2
8:00am,6:10am,"$1,047",Multiple Airlines,30h 10m,(1 stop),03/07/2019,2
8:00am,8:50am,"$1,094",United,32h 50m,(1 stop),03/07/2019,2
8:00am,9:05am,"$1,094",United,33h 5m,(1 stop),03/07/2019,2
3:10pm,9:00am,"$1,106",American Airlines,25h 50m,(2 stops),03/07/2019,2
11:45am,9:00am,"$1,106",American Airlines,29h 15m,(2 stops),03/07/2019,2
11:45am,9:00am,"$1,106",American Airlines,29h 15m,(2 stops),03/07/2019,2
6:25pm,8:55am,"$1,120",Virgin Australia,22h 30m,(1 stop),03/07/2019,2
12:00pm,8:55am,"$1,120",Virgin Australia,28h 55m,(1 stop),03/07/2019,2
11:45am,9:00am,"$1,124",American Airlines,29h 15m,(2 stops),03/07/2019,2
6:25pm,8:55am,"$1,130",Multiple Airlines,22h 30m,(1 stop),03/07/2019,2
4:20pm,8:55am,"$1,130",Multiple Airlines,24h 35m,(1 stop),03/07/2019,2
12:00pm,11:40am,"$1,134",Virgin Australia,31h 40m,(2 stops),03/07/2019,2
7:00pm,12:15pm,"$1,135",China Airlines,49h 15m,(2 stops),03/07/2019,2
6:30pm,6:10am,"$1,150",Multiple Airlines,43h 40m,(1 stop),03/07/2019,2
8:00am,8:55am,"$1,179",Virgin Australia,32h 55m,(1 stop),03/07/2019,2
11:45am,9:00am,"$1,221",American Airlines,29h 15m,(2 stops),03/07/2019,2
4:20pm,8:55am,"$1,235",Virgin Australia,24h 35m,(1 stop),03/07/2019,2
10:59am,9:00am,"$1,239",American Airlines,30h 1m,(2 stops),03/07/2019,2
4:20pm,8:35am,"$1,244",Multiple Airlines,24h 15m,(1 stop),03/07/2019,2
11:50am,6:45am,"$1,244",Multiple Airlines,26h 55m,(1 stop),03/07/2019,2
12:00pm,8:35am,"$1,244",Multiple Airlines,28h 35m,(1 stop),03/07/2019,2
6:40am,6:45am,"$1,244",Multiple Airlines,32h 5m,(1 stop),03/07/2019,2
7:55pm,7:00am,"$1,247",United,43h 5m,(1 stop),03/07/2019,2
9:50am,6:55am,"$1,311",Korean Air,29h 5m,(2 stops),03/07/2019,2
7:41am,6:55am,"$1,311",Korean Air,31h 14m,(2 stops),03/07/2019,2
7:59pm,6:55am,"$1,311",Korean Air,42h 56m,(2 stops),03/07/2019,2
12:00pm,8:35am,"$1,370",Air New Zealand,28h 35m,(2 stops),03/07/2019,2
12:00pm,10:35am,"$1,370",Air New Zealand,30h 35m,(2 stops),03/07/2019,2
8:00am,8:35am,"$1,370",Air New Zealand,32h 35m,(2 stops),03/07/2019,2
5:55pm,10:30am,"$1,411",Air Canada,24h 35m,(2 stops),03/07/2019,2
4:50pm,10:30am,"$1,411",Air Canada,25h 40m,(2 stops),03/07/2019,2
10:30pm,10:30am,"$1,469",Air Canada,44h 0m,(1 stop),03/07/2019,2
9:55pm,7:35pm,"$1,614",Etihad Airways,29h 40m,(1 stop),03/07/2019,2
9:55pm,6:40am,"$1,614",Etihad Airways,40h 45m,(1 stop),03/07/2019,2
8:00pm,10:30am,"$1,617",Air Canada,22h 30m,(1 stop),03/07/2019,2
7:00pm,10:30am,"$1,617",Air Canada,23h 30m,(1 stop),03/07/2019,2
4:50pm,10:30am,"$1,617",Air Canada,25h 40m,(2 stops),03/07/2019,2
12:00pm,10:35am,"$1,639",Air New Zealand,30h 35m,(2 stops),03/07/2019,2
3:59pm,12:15pm,"$1,640",China Airlines,52h 16m,(2 stops),03/07/2019,2
9:55am,8:35am,"$1,653",Qantas Airways,30h 40m,(1 stop),03/07/2019,2
8:30pm,8:25pm,"$1,816",Singapore Airlines,31h 55m,(2 stops),03/07/2019,2
12:30am,8:40pm,"$1,838",China Southern Airlines,28h 10m,(1 stop),03/07/2019,2
3:37pm,8:10am,"$1,850",Delta,24h 33m,(2 stops),03/07/2019,2
3:37pm,8:55am,"$1,850",Delta,25h 18m,(2 stops),03/07/2019,2
11:47am,8:10am,"$1,850",Delta,28h 23m,(2 stops),03/07/2019,2
10:30am,8:10am,"$1,850",Delta,29h 40m,(2 stops),03/07/2019,2
10:30am,8:10am,"$1,850",Delta,29h 40m,(2 stops),03/07/2019,2
11:59am,8:10am,"$1,868",Delta,28h 11m,(2 stops),03/07/2019,2
11:47am,8:10am,"$1,868",Delta,28h 23m,(2 stops),03/07/2019,2
11:47am,8:55am,"$1,868",Delta,29h 8m,(2 stops),03/07/2019,2
10:30am,8:10am,"$1,868",Delta,29h 40m,(2 stops),03/07/2019,2
