departure_time,arrival_time,airfare,airline,duration,num_stops,departure_date,days_to_departure
11:30pm,8:45am,$694,Philippine Airlines,43h 15m,(1 stop),04/07/2019,1
4:25pm,7:40am,$821,China Eastern Airlines,49h 15m,(3 stops),04/07/2019,1
4:25pm,7:40am,$821,China Eastern Airlines,49h 15m,(3 stops),04/07/2019,1
4:25pm,7:40am,$834,China Eastern Airlines,73h 15m,(2 stops),04/07/2019,1
3:30pm,8:50am,$956,Cathay Pacific,27h 20m,(1 stop),04/07/2019,1
3:30pm,10:50am,$956,Cathay Pacific,29h 20m,(1 stop),04/07/2019,1
1:00pm,8:25am,"$1,027",Multiple Airlines,29h 25m,(1 stop),04/07/2019,1
1:00pm,9:00am,"$1,027",Multiple Airlines,30h 0m,(1 stop),04/07/2019,1
5:25pm,7:00am,"$1,062",United,23h 35m,(1 stop),04/07/2019,1
2:05pm,7:00am,"$1,062",United,26h 55m,(1 stop),04/07/2019,1
12:40pm,7:00am,"$1,062",United,28h 20m,(1 stop),04/07/2019,1
9:00am,7:00am,"$1,062",United,32h 0m,(1 stop),04/07/2019,1
7:59am,7:00am,"$1,062",United,33h 1m,(1 stop),04/07/2019,1
2:50pm,6:55am,"$1,067",United,26h 5m,(2 stops),04/07/2019,1
2:55pm,7:00am,"$1,067",United,26h 5m,(2 stops),04/07/2019,1
2:35pm,7:00am,"$1,067",United,26h 25m,(2 stops),04/07/2019,1
1:51pm,6:55am,"$1,067",United,27h 4m,(2 stops),04/07/2019,1
1:51pm,6:55am,"$1,067",United,27h 4m,(2 stops),04/07/2019,1
1:51pm,7:00am,"$1,067",United,27h 9m,(2 stops),04/07/2019,1
1:51pm,7:00am,"$1,067",United,27h 9m,(2 stops),04/07/2019,1
12:20pm,6:55am,"$1,067",United,28h 35m,(2 stops),04/07/2019,1
12:20pm,6:55am,"$1,067",United,28h 35m,(2 stops),04/07/2019,1
11:16am,6:55am,"$1,067",United,29h 39m,(2 stops),04/07/2019,1
6:35pm,6:25am,"$1,085",Multiple Airlines,21h 50m,(1 stop),04/07/2019,1
7:59am,8:40am,"$1,097",Air New Zealand,34h 41m,(2 stops),04/07/2019,1
8:15am,6:10am,"$1,117",Japan Airlines,31h 55m,(2 stops),04/07/2019,1
7:00am,6:25am,"$1,137",Multiple Airlines,33h 25m,(1 stop),04/07/2019,1
3:38pm,6:35am,"$1,146",Delta,24h 57m,(2 stops),04/07/2019,1
3:11pm,7:25am,"$1,146",American Airlines,26h 14m,(2 stops),04/07/2019,1
1:55pm,6:35am,"$1,146",Delta,26h 40m,(2 stops),04/07/2019,1
12:03pm,6:35am,"$1,146",Delta,28h 32m,(2 stops),04/07/2019,1
11:55am,6:35am,"$1,146",Delta,28h 40m,(2 stops),04/07/2019,1
11:55am,6:35am,"$1,146",Delta,28h 40m,(2 stops),04/07/2019,1
11:55am,6:35am,"$1,146",Delta,28h 40m,(2 stops),04/07/2019,1
10:00am,6:35am,"$1,146",Delta,30h 35m,(2 stops),04/07/2019,1
7:45am,6:10am,"$1,163",Japan Airlines,32h 25m,(2 stops),04/07/2019,1
12:03pm,6:35am,"$1,164",Delta,28h 32m,(2 stops),04/07/2019,1
10:00am,6:35am,"$1,164",Delta,30h 35m,(2 stops),04/07/2019,1
10:00am,6:35am,"$1,164",Delta,30h 35m,(2 stops),04/07/2019,1
10:29am,7:25am,"$1,164",American Airlines,30h 56m,(2 stops),04/07/2019,1
8:15am,7:25am,"$1,164",American Airlines,33h 10m,(2 stops),04/07/2019,1
2:30pm,5:20pm,"$1,167",Emirates,36h 50m,(1 stop),04/07/2019,1
2:30pm,10:05pm,"$1,167",Emirates,41h 35m,(1 stop),04/07/2019,1
11:50am,6:25am,"$1,169",Multiple Airlines,28h 35m,(1 stop),04/07/2019,1
2:45pm,2:50pm,"$1,196",Air China,34h 5m,(1 stop),04/07/2019,1
10:20pm,5:50pm,"$1,242",Etihad Airways,29h 30m,(1 stop),04/07/2019,1
11:55am,6:35am,"$1,277",Delta,28h 40m,(2 stops),04/07/2019,1
12:40pm,6:15am,"$1,278",Korean Air,27h 35m,(1 stop),04/07/2019,1
11:50am,6:25am,"$1,292",Qantas Airways,28h 35m,(1 stop),04/07/2019,1
5:25pm,8:40am,"$1,413",Air New Zealand,25h 15m,(2 stops),04/07/2019,1
8:15pm,8:20am,"$1,437",Air Canada,22h 5m,(1 stop),04/07/2019,1
6:00pm,8:20am,"$1,437",Air Canada,24h 20m,(1 stop),04/07/2019,1
5:55pm,8:20am,"$1,437",Air Canada,24h 25m,(2 stops),04/07/2019,1
4:50pm,8:20am,"$1,437",Air Canada,25h 30m,(2 stops),04/07/2019,1
4:50pm,8:20am,"$1,437",Air Canada,25h 30m,(2 stops),04/07/2019,1
4:20pm,8:20am,"$1,437",Air Canada,26h 0m,(2 stops),04/07/2019,1
4:00pm,8:20am,"$1,437",Air Canada,26h 20m,(1 stop),04/07/2019,1
10:15pm,6:55pm,"$1,606",China Airlines,30h 40m,(2 stops),04/07/2019,1
8:35pm,7:15pm,"$1,833",Singapore Airlines,32h 40m,(2 stops),04/07/2019,1
1:55pm,7:30am,"$1,948",Delta,27h 35m,(2 stops),04/07/2019,1
1:45pm,7:30am,"$2,147",Asiana Airlines,27h 45m,(1 stop),04/07/2019,1
3:30pm,6:35am,"$2,481",Delta,25h 5m,(2 stops),04/07/2019,1
12:03pm,7:30am,"$2,481",Delta,29h 27m,(2 stops),04/07/2019,1
6:55am,6:05am,"$4,717",Multiple Airlines,33h 10m,(1 stop),04/07/2019,1
6:25pm,7:30am,"$5,387",Multiple Airlines,23h 5m,(1 stop),04/07/2019,1
1:40pm,8:55am,"$5,746",All Nippon Airways,29h 15m,(1 stop),04/07/2019,1
4:25pm,12:35pm,$816,China Eastern Airlines,49h 45m,(2 stops),04/08/2019,2
7:00pm,10:45am,$903,China Airlines,28h 35m,(1 stop),04/08/2019,2
1:45am,8:20pm,$943,Cathay Pacific,38h 30m,(1 stop),04/08/2019,2
1:45am,6:15am,$943,Cathay Pacific,41h 5m,(1 stop),04/08/2019,2
1:45am,8:50am,$943,Cathay Pacific,43h 5m,(1 stop),04/08/2019,2
1:45am,10:50am,$943,Cathay Pacific,30h 10m,(1 stop),04/08/2019,2
1:00pm,8:25am,"$1,006",Multiple Airlines,29h 25m,(1 stop),04/08/2019,2
1:00pm,9:00am,"$1,006",Multiple Airlines,30h 0m,(1 stop),04/08/2019,2
1:00pm,12:35pm,"$1,006",Multiple Airlines,33h 35m,(1 stop),04/08/2019,2
5:25pm,7:00am,"$1,034",United,23h 35m,(1 stop),04/08/2019,2
2:05pm,7:00am,"$1,034",United,26h 55m,(1 stop),04/08/2019,2
12:40pm,7:00am,"$1,034",United,28h 20m,(1 stop),04/08/2019,2
9:30am,7:00am,"$1,034",United,31h 30m,(1 stop),04/08/2019,2
7:59am,7:00am,"$1,034",United,33h 1m,(1 stop),04/08/2019,2
2:50pm,7:00am,"$1,039",United,27h 4m,(2 stops),04/08/2019,2
3:30pm,6:35am,"$1,104",Delta,27h 4m,(2 stops),04/08/2019,2
1:55pm,6:35am,"$1,104",Delta,27h 9m,(2 stops),04/08/2019,2
12:03pm,6:35am,"$1,104",Delta,27h 9m,(2 stops),04/08/2019,2
11:55am,6:35am,"$1,104",Delta,29h 39m,(2 stops),04/08/2019,2
11:55am,6:35am,"$1,104",Delta,29h 39m,(2 stops),04/08/2019,2
11:55am,6:35am,"$1,104",Delta,29h 39m,(2 stops),04/08/2019,2
10:35am,6:35am,"$1,104",Delta,33h 25m,(1 stop),04/08/2019,2
