departure_time,arrival_time,airfare,airline,duration,num_stops,departure_date,days_to_departure
3:15pm,9:35am,$902,Cathay Pacific,27h 20m,(1 stop),03/27/2019,1
3:15pm,12:00pm,$902,Cathay Pacific,29h 45m,(1 stop),03/27/2019,1
3:15pm,8:50pm,$917,Cathay Pacific,38h 35m,(1 stop),03/27/2019,1
6:25pm,7:50am,"$1,026",United,22h 25m,(1 stop),03/27/2019,1
6:30pm,8:05am,"$1,026",United,22h 35m,(1 stop),03/27/2019,1
5:15pm,7:00am,"$1,026",United,22h 45m,(1 stop),03/27/2019,1
4:20pm,7:50am,"$1,026",United,24h 30m,(1 stop),03/27/2019,1
2:05pm,7:00am,"$1,026",United,25h 55m,(1 stop),03/27/2019,1
12:40pm,7:00am,"$1,026",United,27h 20m,(1 stop),03/27/2019,1
12:00pm,7:50am,"$1,026",United,28h 50m,(1 stop),03/27/2019,1
9:30am,7:00am,"$1,026",United,30h 30m,(1 stop),03/27/2019,1
7:59am,7:00am,"$1,026",United,32h 1m,(1 stop),03/27/2019,1
4:50pm,7:00am,"$1,030",United,23h 10m,(2 stops),03/27/2019,1
4:10pm,7:00am,"$1,030",United,23h 50m,(2 stops),03/27/2019,1
4:10pm,7:50am,"$1,030",United,24h 40m,(2 stops),03/27/2019,1
4:10pm,8:05am,"$1,030",United,24h 55m,(2 stops),03/27/2019,1
2:55pm,7:00am,"$1,030",United,25h 5m,(2 stops),03/27/2019,1
2:50pm,7:00am,"$1,030",United,25h 10m,(2 stops),03/27/2019,1
3:15pm,7:50am,"$1,030",United,25h 35m,(2 stops),03/27/2019,1
3:15pm,7:50am,"$1,030",United,25h 35m,(2 stops),03/27/2019,1
2:50pm,7:50am,"$1,030",United,26h 0m,(2 stops),03/27/2019,1
2:55pm,8:05am,"$1,030",United,26h 10m,(2 stops),03/27/2019,1
2:50pm,8:05am,"$1,030",United,26h 15m,(2 stops),03/27/2019,1
2:50pm,8:05am,"$1,030",United,26h 15m,(2 stops),03/27/2019,1
1:44pm,7:00am,"$1,030",United,26h 16m,(2 stops),03/27/2019,1
2:05pm,7:50am,"$1,030",United,26h 45m,(2 stops),03/27/2019,1
2:05pm,7:50am,"$1,030",United,26h 45m,(2 stops),03/27/2019,1
2:05pm,7:50am,"$1,030",United,26h 45m,(2 stops),03/27/2019,1
11:50am,6:05am,"$1,038",Multiple Airlines,27h 15m,(1 stop),03/27/2019,1
8:00am,6:10am,"$1,038",Multiple Airlines,31h 10m,(1 stop),03/27/2019,1
6:40am,6:05am,"$1,038",Multiple Airlines,32h 25m,(1 stop),03/27/2019,1
11:07am,10:35am,"$1,043",Air New Zealand,32h 28m,(2 stops),03/27/2019,1
1:25pm,9:45am,"$1,083",Multiple Airlines,29h 20m,(1 stop),03/27/2019,1
1:25pm,10:00am,"$1,083",Multiple Airlines,29h 35m,(1 stop),03/27/2019,1
6:25pm,7:55am,"$1,091",Virgin Australia,22h 30m,(1 stop),03/27/2019,1
6:06am,7:10am,"$1,091",Delta,34h 4m,(2 stops),03/27/2019,1
3:10pm,8:00am,"$1,095",American Airlines,25h 50m,(2 stops),03/27/2019,1
12:53pm,8:00am,"$1,095",American Airlines,28h 7m,(2 stops),03/27/2019,1
12:53pm,8:00am,"$1,095",American Airlines,28h 7m,(2 stops),03/27/2019,1
12:53pm,8:00am,"$1,095",American Airlines,28h 7m,(2 stops),03/27/2019,1
12:53pm,8:00am,"$1,095",American Airlines,28h 7m,(2 stops),03/27/2019,1
10:30am,7:10am,"$1,095",Delta,29h 40m,(2 stops),03/27/2019,1
10:30am,7:55am,"$1,095",Delta,30h 25m,(2 stops),03/27/2019,1
6:25pm,7:55am,"$1,101",Multiple Airlines,22h 30m,(1 stop),03/27/2019,1
10:30am,7:10am,"$1,114",Delta,29h 40m,(2 stops),03/27/2019,1
12:53pm,7:35am,"$1,135",Qantas Airways,27h 42m,(2 stops),03/27/2019,1
12:53pm,7:35am,"$1,135",Qantas Airways,27h 42m,(2 stops),03/27/2019,1
3:20pm,3:50pm,"$1,153",Air China,33h 30m,(1 stop),03/27/2019,1
11:59am,7:10am,"$1,208",Delta,28h 11m,(2 stops),03/27/2019,1
10:30am,7:55am,"$1,227",Delta,30h 25m,(2 stops),03/27/2019,1
11:50am,6:05am,"$1,242",Qantas Airways,27h 15m,(1 stop),03/27/2019,1
2:30pm,7:30pm,"$1,261",Emirates,38h 0m,(1 stop),03/27/2019,1
2:30pm,10:30pm,"$1,261",Emirates,41h 0m,(1 stop),03/27/2019,1
12:40pm,6:55am,"$1,271",Korean Air,27h 15m,(1 stop),03/27/2019,1
4:25pm,6:55pm,"$1,371",China Eastern Airlines,35h 30m,(2 stops),03/27/2019,1
10:00am,9:30am,"$1,397",Air Canada,32h 30m,(1 stop),03/27/2019,1
9:00am,9:30am,"$1,422",Air Canada,33h 30m,(1 stop),03/27/2019,1
8:00am,9:30am,"$1,422",Air Canada,34h 30m,(1 stop),03/27/2019,1
7:15am,9:30am,"$1,422",Air Canada,35h 15m,(1 stop),03/27/2019,1
