departure_time,arrival_time,airfare,airline,duration,num_stops,departure_date,days_to_departure
6:30pm,9:05am,"$1,026 ",United,22h 35m,(1 stop),03/07/2019,1
4:20pm,9:05am,"$1,035 ",United,24h 45m,(1 stop),03/07/2019,1
2:55pm,9:05am,"$1,035 ",United,26h 10m,(2 stops),03/07/2019,1
2:50pm,9:05am,"$1,040 ",United,26h 15m,(2 stops),03/07/2019,1
2:50pm,9:05am,"$1,040 ",United,26h 15m,(2 stops),03/07/2019,1
1:44pm,9:05am,"$1,040 ",United,27h 21m,(2 stops),03/07/2019,1
10:25am,9:05am,"$1,040 ",United,30h 40m,(2 stops),03/07/2019,1
4:20pm,6:10am,"$1,040 ",Multiple Airlines,21h 50m,(1 stop),03/07/2019,1
12:00pm,6:10am,"$1,046 ",Multiple Airlines,26h 10m,(1 stop),03/07/2019,1
8:00am,6:10am,"$1,046 ",Multiple Airlines,30h 10m,(1 stop),03/07/2019,1
10:25am,9:05am,"$1,046 ",United,30h 40m,(2 stops),03/07/2019,1
8:55am,9:05am,"$1,058 ",United,32h 10m,(2 stops),03/07/2019,1
8:05am,9:05am,"$1,058 ",United,33h 0m,(2 stops),03/07/2019,1
8:00am,9:05am,"$1,058 ",United,33h 5m,(1 stop),03/07/2019,1
6:25pm,8:55am,"$1,093 ",Virgin Australia,22h 30m,(1 stop),03/07/2019,1
12:00pm,8:55am,"$1,119 ",Virgin Australia,28h 55m,(1 stop),03/07/2019,1
6:25pm,8:55am,"$1,119 ",Multiple Airlines,22h 30m,(1 stop),03/07/2019,1
4:20pm,8:55am,"$1,129 ",Multiple Airlines,24h 35m,(1 stop),03/07/2019,1
12:00pm,8:55am,"$1,129 ",Multiple Airlines,28h 55m,(1 stop),03/07/2019,1
12:00pm,10:40am,"$1,129 ",Virgin Australia,30h 40m,(2 stops),03/07/2019,1
12:00pm,11:40am,"$1,133 ",Virgin Australia,31h 40m,(2 stops),03/07/2019,1
12:00pm,12:40pm,"$1,133 ",Virgin Australia,32h 40m,(2 stops),03/07/2019,1
8:00am,8:55am,"$1,133 ",Virgin Australia,32h 55m,(1 stop),03/07/2019,1
8:00am,8:55am,"$1,178 ",Multiple Airlines,32h 55m,(1 stop),03/07/2019,1
7:45am,6:40am,"$1,188 ",Japan Airlines,30h 55m,(2 stops),03/07/2019,1
4:20pm,8:55am,"$1,231 ",Virgin Australia,24h 35m,(1 stop),03/07/2019,1
6:30pm,6:10am,"$1,234 ",Multiple Airlines,43h 40m,(1 stop),03/07/2019,1
4:20pm,8:35am,"$1,235 ",Multiple Airlines,24h 15m,(1 stop),03/07/2019,1
12:00pm,8:35am,"$1,243 ",Multiple Airlines,28h 35m,(1 stop),03/07/2019,1
7:55pm,7:00am,"$1,243 ",United,43h 5m,(1 stop),03/07/2019,1
4:20pm,10:40am,"$1,246 ",Virgin Australia,26h 20m,(2 stops),03/07/2019,1
7:41am,6:55am,"$1,248 ",Korean Air,31h 14m,(2 stops),03/07/2019,1
7:59pm,6:55am,"$1,310 ",Korean Air,42h 56m,(2 stops),03/07/2019,1
12:00pm,8:35am,"$1,356 ",Air New Zealand,28h 35m,(2 stops),03/07/2019,1
8:00am,8:35am,"$1,369 ",Air New Zealand,32h 35m,(2 stops),03/07/2019,1
5:55pm,10:30am,"$1,369 ",Air Canada,24h 35m,(2 stops),03/07/2019,1
4:50pm,10:30am,"$1,410 ",Air Canada,25h 40m,(2 stops),03/07/2019,1
4:50pm,10:30am,"$1,410 ",Air Canada,25h 40m,(2 stops),03/07/2019,1
10:30pm,10:30am,"$1,410 ",Air Canada,44h 0m,(1 stop),03/07/2019,1
12:00pm,10:35am,"$1,468 ",Air New Zealand,30h 35m,(2 stops),03/07/2019,1
9:00am,6:55am,"$1,491 ",Korean Air,29h 55m,(2 stops),03/07/2019,1
9:50am,6:55am,"$1,567 ",Korean Air,29h 5m,(2 stops),03/07/2019,1
6:06am,6:55am,"$1,594 ",Korean Air,32h 49m,(2 stops),03/07/2019,1
7:59pm,6:55am,"$1,594 ",Korean Air,42h 56m,(2 stops),03/07/2019,1
9:55pm,7:35pm,"$1,594 ",Etihad Airways,29h 40m,(1 stop),03/07/2019,1
9:55pm,6:40am,"$1,613 ",Etihad Airways,40h 45m,(1 stop),03/07/2019,1
8:00pm,10:30am,"$1,613 ",Air Canada,22h 30m,(1 stop),03/07/2019,1
7:00pm,10:30am,"$1,615 ",Air Canada,23h 30m,(1 stop),03/07/2019,1
4:00pm,10:30am,"$1,615 ",Air Canada,26h 30m,(1 stop),03/07/2019,1
12:00pm,10:35am,"$1,615 ",Air New Zealand,30h 35m,(2 stops),03/07/2019,1
12:00pm,10:35am,"$1,638 ",Air New Zealand,30h 35m,(2 stops),03/07/2019,1
7:00pm,12:15pm,"$1,638 ",China Airlines,49h 15m,(2 stops),03/07/2019,1
3:59pm,12:15pm,"$1,639 ",China Airlines,52h 16m,(2 stops),03/07/2019,1
9:55am,8:35am,"$1,639 ",Qantas Airways,30h 40m,(1 stop),03/07/2019,1
10:34am,8:10am,"$1,652 ",Delta,29h 36m,(2 stops),03/07/2019,1
3:37pm,8:10am,"$1,843 ",Delta,24h 33m,(2 stops),03/07/2019,1
11:59am,8:10am,"$1,848 ",Delta,28h 11m,(2 stops),03/07/2019,1
11:59am,8:10am,"$1,848 ",Delta,28h 11m,(2 stops),03/07/2019,1
11:47am,8:10am,"$1,848 ",Delta,28h 23m,(2 stops),03/07/2019,1
10:30am,8:10am,"$1,848 ",Delta,29h 40m,(2 stops),03/07/2019,1
9:50am,8:10am,"$1,848 ",Delta,30h 20m,(2 stops),03/07/2019,1
11:47am,8:10am,"$1,848 ",Delta,28h 23m,(2 stops),03/07/2019,1
11:47am,8:55am,"$1,866 ",Delta,29h 8m,(2 stops),03/07/2019,1
2:55pm,1:35pm,"$1,866 ",China Eastern Airlines,30h 40m,(1 stop),03/07/2019,1
12:00pm,8:35am,"$2,172 ",Qantas Airways,28h 35m,(2 stops),03/07/2019,1
12:25pm,1:35pm,"$2,721 ",Multiple Airlines,33h 10m,(1 stop),03/07/2019,1
2:00pm,9:05am,"$2,786 ",United,27h 5m,(2 stops),03/07/2019,1
4:20pm,9:05am,"$3,312 ",United,24h 45m,(2 stops),03/07/2019,1
8:55am,9:05am,"$3,317 ",United,32h 10m,(2 stops),03/07/2019,1
6:25pm,8:50am,"$3,317 ",United,22h 25m,(1 stop),03/07/2019,1
2:05pm,7:00am,"$4,201 ",United,24h 55m,(1 stop),03/07/2019,1
12:40pm,7:00am,"$4,201 ",United,26h 20m,(1 stop),03/07/2019,1
7:59am,7:00am,"$4,201 ",United,31h 1m,(1 stop),03/07/2019,1
6:25pm,8:50am,"$1,066 ",United,22h 25m,(1 stop),03/08/2019,2
6:30pm,9:05am,"$1,066 ",United,22h 35m,(1 stop),03/08/2019,2
4:20pm,8:50am,"$1,066 ",United,24h 30m,(1 stop),03/08/2019,2
4:20pm,9:05am,"$1,066 ",United,24h 45m,(1 stop),03/08/2019,2
12:40pm,7:00am,"$1,066 ",United,26h 20m,(1 stop),03/08/2019,2
12:00pm,8:50am,"$1,066 ",United,28h 50m,(1 stop),03/08/2019,2
7:59am,7:00am,"$1,066 ",United,31h 1m,(1 stop),03/08/2019,2
4:10pm,8:50am,"$1,071 ",United,24h 40m,(2 stops),03/08/2019,2
4:10pm,9:05am,"$1,071 ",United,24h 55m,(2 stops),03/08/2019,2
1:44pm,7:00am,"$1,071 ",United,25h 16m,(2 stops),03/08/2019,2
1:25pm,7:00am,"$1,071 ",United,25h 35m,(2 stops),03/08/2019,2
3:15pm,8:50am,"$1,071 ",United,25h 35m,(2 stops),03/08/2019,2
3:15pm,8:50am,"$1,071 ",United,25h 35m,(2 stops),03/08/2019,2
3:15pm,9:05am,"$1,071 ",United,25h 50m,(2 stops),03/08/2019,2
2:50pm,8:50am,"$1,071 ",United,26h 0m,(2 stops),03/08/2019,2
2:50pm,8:50am,"$1,071 ",United,26h 0m,(2 stops),03/08/2019,2
2:55pm,9:05am,"$1,071 ",United,26h 10m,(2 stops),03/08/2019,2
2:50pm,9:05am,"$1,071 ",United,26h 15m,(2 stops),03/08/2019,2
2:50pm,9:05am,"$1,071 ",United,26h 15m,(2 stops),03/08/2019,2
1:44pm,8:50am,"$1,071 ",United,27h 6m,(2 stops),03/08/2019,2
1:44pm,8:50am,"$1,071 ",United,27h 6m,(2 stops),03/08/2019,2
1:44pm,9:05am,"$1,071 ",United,27h 21m,(2 stops),03/08/2019,2
1:44pm,9:05am,"$1,071 ",United,27h 21m,(2 stops),03/08/2019,2
10:25am,7:00am,"$1,071 ",United,28h 35m,(2 stops),03/08/2019,2
12:10pm,8:50am,"$1,071 ",United,28h 40m,(2 stops),03/08/2019,2
10:10am,7:00am,"$1,071 ",United,28h 50m,(2 stops),03/08/2019,2
12:10pm,9:05am,"$1,071 ",United,28h 55m,(2 stops),03/08/2019,2
9:58am,7:00am,"$1,071 ",United,29h 2m,(2 stops),03/08/2019,2
9:58am,7:00am,"$1,071 ",United,29h 2m,(2 stops),03/08/2019,2
8:55am,8:50am,"$1,071 ",United,31h 55m,(2 stops),03/08/2019,2
10:25am,7:00am,"$1,089 ",United,28h 35m,(2 stops),03/08/2019,2
12:10pm,8:50am,"$1,089 ",United,28h 40m,(2 stops),03/08/2019,2
12:10pm,9:05am,"$1,089 ",United,28h 55m,(2 stops),03/08/2019,2
9:05am,7:00am,"$1,089 ",United,29h 55m,(2 stops),03/08/2019,2
8:55am,7:00am,"$1,089 ",United,30h 5m,(2 stops),03/08/2019,2
3:37pm,8:10am,"$1,150 ",Delta,24h 33m,(2 stops),03/08/2019,2
11:47am,8:10am,"$1,150 ",Delta,28h 23m,(2 stops),03/08/2019,2
11:47am,8:10am,"$1,168 ",Delta,28h 23m,(2 stops),03/08/2019,2
9:50am,8:10am,"$1,168 ",Delta,30h 20m,(2 stops),03/08/2019,2
9:50am,8:10am,"$1,168 ",Delta,30h 20m,(2 stops),03/08/2019,2
4:20pm,6:10am,"$1,173 ",Multiple Airlines,21h 50m,(1 stop),03/08/2019,2
