departure_time,arrival_time,airfare,airline,duration,num_stops,departure_date,days_to_departure
1:25pm,9:45am,$993 ,Multiple Airlines,29h 20m,(1 stop),03/13/2019,1
6:30pm,8:05am,"$1,027 ",United,22h 35m,(1 stop),03/13/2019,1
5:15pm,7:00am,"$1,027 ",United,22h 45m,(1 stop),03/13/2019,1
4:20pm,8:05am,"$1,027 ",United,24h 45m,(1 stop),03/13/2019,1
2:05pm,7:00am,"$1,027 ",United,25h 55m,(1 stop),03/13/2019,1
12:40pm,7:00am,"$1,027 ",United,27h 20m,(1 stop),03/13/2019,1
7:59am,7:00am,"$1,027 ",United,32h 1m,(1 stop),03/13/2019,1
4:10pm,7:00am,"$1,031 ",United,23h 50m,(2 stops),03/13/2019,1
4:10pm,8:05am,"$1,031 ",United,24h 55m,(2 stops),03/13/2019,1
2:50pm,7:00am,"$1,031 ",United,25h 10m,(2 stops),03/13/2019,1
2:35pm,7:00am,"$1,031 ",United,25h 25m,(2 stops),03/13/2019,1
2:50pm,8:05am,"$1,031 ",United,26h 15m,(2 stops),03/13/2019,1
2:50pm,8:05am,"$1,031 ",United,26h 15m,(2 stops),03/13/2019,1
1:44pm,7:00am,"$1,031 ",United,26h 16m,(2 stops),03/13/2019,1
1:44pm,7:00am,"$1,031 ",United,26h 16m,(2 stops),03/13/2019,1
1:44pm,8:05am,"$1,031 ",United,27h 21m,(2 stops),03/13/2019,1
1:44pm,8:05am,"$1,031 ",United,27h 21m,(2 stops),03/13/2019,1
12:10pm,7:00am,"$1,031 ",United,27h 50m,(2 stops),03/13/2019,1
12:10pm,7:00am,"$1,031 ",United,27h 50m,(2 stops),03/13/2019,1
4:20pm,6:10am,"$1,038 ",Multiple Airlines,22h 50m,(1 stop),03/13/2019,1
11:50am,6:05am,"$1,038 ",Multiple Airlines,27h 15m,(1 stop),03/13/2019,1
8:00am,6:10am,"$1,038 ",Multiple Airlines,31h 10m,(1 stop),03/13/2019,1
6:40am,6:05am,"$1,038 ",Multiple Airlines,32h 25m,(1 stop),03/13/2019,1
11:50am,6:05am,"$1,047 ",Qantas Airways,27h 15m,(1 stop),03/13/2019,1
1:25pm,10:00am,"$1,050 ",Multiple Airlines,29h 35m,(1 stop),03/13/2019,1
8:00am,8:05am,"$1,085 ",United,33h 5m,(1 stop),03/13/2019,1
6:35pm,6:05am,"$1,089 ",Multiple Airlines,44h 30m,(1 stop),03/13/2019,1
6:06am,7:10am,"$1,092 ",Delta,34h 4m,(2 stops),03/13/2019,1
3:30pm,7:10am,"$1,096 ",Delta,24h 40m,(2 stops),03/13/2019,1
3:30pm,7:55am,"$1,096 ",Delta,25h 25m,(2 stops),03/13/2019,1
3:10pm,8:00am,"$1,096 ",American Airlines,25h 50m,(2 stops),03/13/2019,1
1:36pm,7:10am,"$1,096 ",Delta,26h 34m,(2 stops),03/13/2019,1
12:53pm,8:00am,"$1,096 ",American Airlines,28h 7m,(2 stops),03/13/2019,1
12:53pm,8:00am,"$1,096 ",American Airlines,28h 7m,(2 stops),03/13/2019,1
12:53pm,8:00am,"$1,096 ",American Airlines,28h 7m,(2 stops),03/13/2019,1
