departure_time,arrival_time,airfare,airline,duration,num_stops,departure_date,days_to_departure
7:00pm,12:15pm,$903,Cathay Pacific,27h 20m,(1 stop),03/20/2019,1
3:15pm,9:35am,$908,Cathay Pacific,29h 45m,(1 stop),03/20/2019,1
3:15pm,12:00pm,$908,Cathay Pacific,38h 35m,(1 stop),03/20/2019,1
3:15pm,8:50pm,$923,China Airlines,50h 15m,(2 stops),03/20/2019,1
1:25pm,9:45am,"$1,006",Multiple Airlines,29h 20m,(1 stop),03/20/2019,1
6:25pm,7:50am,"$1,034",United,22h 25m,(1 stop),03/20/2019,1
6:30pm,8:05am,"$1,034",United,22h 35m,(1 stop),03/20/2019,1
5:15pm,7:00am,"$1,034",United,22h 45m,(1 stop),03/20/2019,1
4:20pm,7:50am,"$1,034",United,24h 30m,(1 stop),03/20/2019,1
2:05pm,7:00am,"$1,034",United,25h 55m,(1 stop),03/20/2019,1
12:40pm,7:00am,"$1,034",United,27h 20m,(1 stop),03/20/2019,1
12:00pm,7:50am,"$1,034",United,28h 50m,(1 stop),03/20/2019,1
9:30am,7:00am,"$1,034",United,30h 30m,(1 stop),03/20/2019,1
7:59am,7:00am,"$1,034",United,32h 1m,(1 stop),03/20/2019,1
4:50pm,7:00am,"$1,039",United,23h 10m,(2 stops),03/20/2019,1
2:50pm,7:00am,"$1,039",United,23h 50m,(2 stops),03/20/2019,1
3:15pm,7:50am,"$1,039",United,24h 40m,(2 stops),03/20/2019,1
3:15pm,7:50am,"$1,039",United,24h 55m,(2 stops),03/20/2019,1
2:50pm,7:50am,"$1,039",United,25h 10m,(2 stops),03/20/2019,1
2:50pm,7:50am,"$1,039",United,25h 35m,(2 stops),03/20/2019,1
2:50pm,8:05am,"$1,039",United,25h 35m,(2 stops),03/20/2019,1
2:50pm,8:05am,"$1,039",United,26h 0m,(2 stops),03/20/2019,1
1:44pm,7:00am,"$1,039",United,26h 0m,(2 stops),03/20/2019,1
2:05pm,7:50am,"$1,039",United,26h 15m,(2 stops),03/20/2019,1
1:44pm,7:50am,"$1,039",United,26h 15m,(2 stops),03/20/2019,1
1:44pm,7:50am,"$1,039",United,26h 16m,(2 stops),03/20/2019,1
1:44pm,8:05am,"$1,039",United,26h 16m,(2 stops),03/20/2019,1
1:25pm,10:00am,"$1,065",United,26h 45m,(2 stops),03/20/2019,1
8:00am,7:50am,"$1,091",United,27h 6m,(2 stops),03/20/2019,1
8:00am,8:05am,"$1,092",United,27h 6m,(2 stops),03/20/2019,1
1:35am,10:05am,$800,Philippine Airlines,41h 30m,(1 stop),03/21/2019,2
1:20am,8:50pm,$907,Cathay Pacific,28h 30m,(1 stop),03/21/2019,2
1:20am,7:25am,$907,Cathay Pacific,39h 5m,(1 stop),03/21/2019,2
1:20am,9:35am,$907,Cathay Pacific,41h 15m,(1 stop),03/21/2019,2
1:20am,12:00pm,$907,Cathay Pacific,43h 40m,(1 stop),03/21/2019,2
4:25pm,1:35pm,$980,China Eastern Airlines,30h 10m,(1 stop),03/21/2019,2
1:25pm,1:35pm,"$1,013",Multiple Airlines,33h 10m,(1 stop),03/21/2019,2
6:25pm,7:50am,"$1,033",United,22h 25m,(1 stop),03/21/2019,2
5:15pm,7:00am,"$1,033",United,22h 45m,(1 stop),03/21/2019,2
2:05pm,7:00am,"$1,033",United,25h 55m,(1 stop),03/21/2019,2
12:40pm,7:00am,"$1,033",United,27h 20m,(1 stop),03/21/2019,2
9:30am,7:00am,"$1,033",United,30h 30m,(1 stop),03/21/2019,2
7:59am,7:00am,"$1,033",United,32h 1m,(1 stop),03/21/2019,2
4:50pm,7:00am,"$1,038",United,23h 10m,(2 stops),03/21/2019,2
2:55pm,7:00am,"$1,038",United,25h 5m,(2 stops),03/21/2019,2
2:50pm,7:00am,"$1,038",United,25h 10m,(2 stops),03/21/2019,2
3:15pm,7:50am,"$1,038",United,25h 35m,(2 stops),03/21/2019,2
3:15pm,7:50am,"$1,038",United,25h 35m,(2 stops),03/21/2019,2
2:50pm,7:50am,"$1,038",United,26h 0m,(2 stops),03/21/2019,2
2:50pm,7:50am,"$1,038",United,26h 0m,(2 stops),03/21/2019,2
2:55pm,8:05am,"$1,038",United,26h 10m,(2 stops),03/21/2019,2
2:50pm,8:05am,"$1,038",United,26h 15m,(2 stops),03/21/2019,2
2:50pm,8:05am,"$1,038",United,26h 15m,(2 stops),03/21/2019,2
1:44pm,7:00am,"$1,038",United,26h 16m,(2 stops),03/21/2019,2
2:05pm,7:50am,"$1,038",United,26h 45m,(2 stops),03/21/2019,2
2:05pm,7:50am,"$1,038",United,26h 45m,(2 stops),03/21/2019,2
2:05pm,7:50am,"$1,038",United,26h 45m,(2 stops),03/21/2019,2
1:44pm,7:50am,"$1,038",United,27h 6m,(2 stops),03/21/2019,2
1:44pm,7:50am,"$1,038",United,27h 6m,(2 stops),03/21/2019,2
1:44pm,8:05am,"$1,038",United,27h 21m,(2 stops),03/21/2019,2
1:25pm,10:00am,"$1,055",Multiple Airlines,29h 35m,(1 stop),03/21/2019,2
8:00am,7:50am,"$1,091",United,32h 50m,(1 stop),03/21/2019,2
6:06am,7:10am,"$1,098",Delta,34h 4m,(2 stops),03/21/2019,2
3:37pm,7:55am,"$1,103",Delta,25h 18m,(2 stops),03/21/2019,2
3:10pm,8:00am,"$1,103",American Airlines,25h 50m,(2 stops),03/21/2019,2
12:53pm,8:00am,"$1,103",American Airlines,28h 7m,(2 stops),03/21/2019,2
12:53pm,8:00am,"$1,103",American Airlines,28h 7m,(2 stops),03/21/2019,2
12:53pm,8:00am,"$1,103",American Airlines,28h 7m,(2 stops),03/21/2019,2
12:53pm,8:00am,"$1,103",American Airlines,28h 7m,(2 stops),03/21/2019,2
12:45pm,8:00am,"$1,103",American Airlines,28h 15m,(2 stops),03/21/2019,2
11:59am,7:55am,"$1,103",Delta,28h 56m,(2 stops),03/21/2019,2
11:59am,7:55am,"$1,103",Delta,28h 56m,(2 stops),03/21/2019,2
11:45am,8:00am,"$1,103",American Airlines,29h 15m,(2 stops),03/21/2019,2
11:45am,8:00am,"$1,103",American Airlines,29h 15m,(2 stops),03/21/2019,2
11:45am,8:00am,"$1,103",American Airlines,29h 15m,(2 stops),03/21/2019,2
10:30am,7:10am,"$1,103",Delta,29h 40m,(2 stops),03/21/2019,2
7:55pm,7:00am,"$1,114",United,44h 5m,(1 stop),03/21/2019,2
11:59am,7:55am,"$1,121",Delta,28h 56m,(2 stops),03/21/2019,2
11:47am,7:55am,"$1,121",Delta,29h 8m,(2 stops),03/21/2019,2
11:45am,8:00am,"$1,121",American Airlines,29h 15m,(2 stops),03/21/2019,2
9:50am,7:55am,"$1,121",Delta,31h 5m,(2 stops),03/21/2019,2
6:25pm,7:55am,"$1,127",Multiple Airlines,22h 30m,(1 stop),03/21/2019,2
1:25pm,9:45am,"$1,133",Multiple Airlines,29h 20m,(1 stop),03/21/2019,2
7:45am,6:40am,"$1,182",Japan Airlines,31h 55m,(2 stops),03/21/2019,2
10:34am,7:10am,"$1,212",Delta,29h 36m,(2 stops),03/21/2019,2
3:30pm,7:55am,"$1,217",Delta,25h 25m,(2 stops),03/21/2019,2
11:59am,7:10am,"$1,217",Delta,28h 11m,(2 stops),03/21/2019,2
11:47am,7:55am,"$1,217",Delta,29h 8m,(2 stops),03/21/2019,2
10:30am,7:10am,"$1,217",Delta,29h 40m,(2 stops),03/21/2019,2
10:30am,7:10am,"$1,235",Delta,29h 40m,(2 stops),03/21/2019,2
