departure_time,arrival_time,airfare,airline,duration,num_stops,departure_date,days_to_departure
11:30pm,9:45am,$747,Philippine Airlines,43h 15m,(1 stop),04/02/2019,1
1:00pm,9:25am,$999,Multiple Airlines,29h 25m,(1 stop),04/02/2019,1
1:00pm,10:00am,$999,Multiple Airlines,30h 0m,(1 stop),04/02/2019,1
7:21pm,7:55am,"$1,026",United,21h 34m,(1 stop),04/02/2019,1
6:50pm,7:55am,"$1,026",United,22h 5m,(1 stop),04/02/2019,1
6:25pm,7:55am,"$1,026",United,22h 30m,(1 stop),04/02/2019,1
4:20pm,7:55am,"$1,026",United,24h 35m,(1 stop),04/02/2019,1
4:20pm,7:55am,"$1,026",United,24h 35m,(1 stop),04/02/2019,1
12:00pm,7:55am,"$1,026",United,28h 55m,(1 stop),04/02/2019,1
4:15pm,7:55am,"$1,030",United,24h 40m,(2 stops),04/02/2019,1
4:15pm,7:55am,"$1,030",United,24h 40m,(2 stops),04/02/2019,1
3:14pm,7:55am,"$1,030",United,25h 41m,(2 stops),04/02/2019,1
2:55pm,7:55am,"$1,030",United,26h 0m,(2 stops),04/02/2019,1
2:50pm,7:55am,"$1,030",United,26h 5m,(2 stops),04/02/2019,1
2:50pm,7:55am,"$1,030",United,26h 5m,(2 stops),04/02/2019,1
2:50pm,7:55am,"$1,030",United,26h 5m,(2 stops),04/02/2019,1
2:05pm,7:55am,"$1,030",United,26h 50m,(2 stops),04/02/2019,1
2:05pm,7:55am,"$1,030",United,26h 50m,(2 stops),04/02/2019,1
2:05pm,7:55am,"$1,030",United,26h 50m,(2 stops),04/02/2019,1
1:51pm,7:55am,"$1,030",United,27h 4m,(2 stops),04/02/2019,1
4:20pm,6:05am,"$1,038",Multiple Airlines,22h 45m,(1 stop),04/02/2019,1
4:20pm,7:30am,"$1,038",Multiple Airlines,24h 10m,(1 stop),04/02/2019,1
12:00pm,7:30am,"$1,038",Multiple Airlines,28h 30m,(1 stop),04/02/2019,1
8:00am,6:05am,"$1,038",Multiple Airlines,31h 5m,(1 stop),04/02/2019,1
4:20pm,8:40am,"$1,043",Air New Zealand,25h 20m,(2 stops),04/02/2019,1
4:20pm,10:40am,"$1,043",Air New Zealand,27h 20m,(2 stops),04/02/2019,1
8:00am,8:40am,"$1,043",Air New Zealand,33h 40m,(2 stops),04/02/2019,1
7:59am,8:40am,"$1,043",Air New Zealand,33h 41m,(2 stops),04/02/2019,1
1:00pm,7:30am,"$1,052",Qantas Airways,27h 30m,(2 stops),04/02/2019,1
6:25pm,8:30am,"$1,091",Virgin Australia,23h 5m,(1 stop),04/02/2019,1
3:30pm,7:35am,"$1,095",Delta,25h 5m,(2 stops),04/02/2019,1
3:11pm,8:25am,"$1,095",American Airlines,26h 14m,(2 stops),04/02/2019,1
1:55pm,7:35am,"$1,095",Delta,26h 40m,(2 stops),04/02/2019,1
1:55pm,8:30am,"$1,095",Delta,27h 35m,(2 stops),04/02/2019,1
1:00pm,8:25am,"$1,095",American Airlines,28h 25m,(2 stops),04/02/2019,1
1:00pm,8:25am,"$1,095",American Airlines,28h 25m,(2 stops),04/02/2019,1
